id,source_id,property_id,first_american_listing_id,first_american_property_id,listing_series_id,listing_id,address_id,apn,fips,type,sub_type,lot_square_feet,square_feet,building_style,heating_type,cooling_type,stories,year_built,roof_type,exterior_wall_type,bedrooms,bathrooms,parking_spaces,garage_type,view_features,price_per_square_foot,air_conditioning_type,interior_features,exterior_features,existing_structure_type,details,lot_features,zoning,neighborhood,school_district,elementary_school,middle_school,high_school,appliance_features,lot_acres,water_type,listing_date,days_on_market,original_listing_date,original_status,status,sub_status,rental,amount,max_amount,max_amount_date,min_amount,min_amount_date,sale_amount,sale_date,adjusted_sale_amount,adjusted_sale_amount_range,last_amount_change,last_amount_change_date,prior_amount_change,prior_amount_change_date,last_status_change,last_status_change_date,last_sub_status_change,last_sub_status_change_date,prior_status_change,prior_status_change_date,prior_sub_status_change,prior_sub_status_change_date,agent_name,agent_address,agent_phone,agent_email,office_name,office_address,office_phone,office_email,update_timestamp,ucid,batch_job_file_id,line_number,batch_file_date,current_listing,current_rental,effective_update_date,effective_end_date,effective_listing_date
181572575,6113060020,1725101622,201805172018052700492245080000000005,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,11.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,SMITH  JANINE LOISEAU,,,,REDFIN CORPORATION,5655 S YOSEMITE ST # 109 GREENWOOD VILLAGE CO 80111-3219,,,2018-05-27,C,987459.0,104549.0,2018-05-29,,,2018-05-29,,2018-05-17
180602747,6080200359,1725101622,201805172018051700492245080000000001,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,RESIDENTIAL DETACHED,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,,,,,REDFIN CORPORATION,,,,2018-05-17,A,978128.0,16965.0,2018-05-18,,,2018-05-18,,2018-05-17
132459897,4345621746,1725101622,201301222013091700053571440000000001,23052651,5357144,,1169605655,05041-14-029-000,08031,SFR,,,1936.0,,,,2,1890.0,,,4.0,2.0,,,,153.0,,,,,,,,SOUTHWEST DENVER,,,,,,,,1900-01-01,,,SOLD,SOLD,,,,,2013-09-17,,2013-09-17,297070.0,2013-01-22,297000.0,296870-297270,,,,,,,,,,,,,,,,,,,,,2016-05-21,A,684567.0,5135263.0,2017-02-02,,,2013-01-22,2013-01-22,2016-05-21
191998835,6257627941,1725101622,201808012018060400492245090000000008,23052651,49224509,3421422,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,76.0,2018-05-17,ACTIVE,SOLD,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,630000.0,2018-08-01,631000.0,629800-630200,,,,,PENDING,2018-06-04,UNDER CONTRACT,2018-06-04,ACTIVE,2018-06-04,,,JANINE SMITH,,(303) 713-9000,JANINELSMITHCO@GMAIL.COM,REDFIN CORPORATION,5655 S YOSEMITE ST # 109 GREENWOOD VILLAGE CO 80111-3219,,,2018-08-09,C,1036519.0,48183.0,2018-08-10,1.0,,2018-08-01,2018-08-01,2018-05-17
180877442,6100126161,1725101622,201805172018051900492245080000000003,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,4.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,JANINE SMITH,,(303) 713-9000,JANINELSMITHCO@GMAIL.COM,REDFIN CORPORATION,,,,2018-05-19,C,982837.0,41913.0,2018-05-22,,,2018-05-22,,2018-05-17
182463215,6122958530,1725101622,201805172018060400492245080000000007,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,18.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,FAIL,2018-06-04,,,ACTIVE,2018-05-17,,,JANINE SMITH,,(303) 713-9000,JANINELSMITHCO@GMAIL.COM,REDFIN CORPORATION,5655 S YOSEMITE ST # 109 GREENWOOD VILLAGE CO 80111-3219,,,2018-06-04,C,992509.0,76433.0,2018-06-05,,,2018-06-05,,2018-05-17
191998838,6257627944,1725101622,201805172018060400492245080000000008,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,84.0,2018-05-17,ACTIVE,FAIL,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,ACTIVE,2018-06-04,,,FAIL,2018-06-04,,,JANINE SMITH,,(303) 713-9000,JANINELSMITHCO@GMAIL.COM,REDFIN CORPORATION,5655 S YOSEMITE ST # 109 GREENWOOD VILLAGE CO 80111-3219,,,2018-08-09,C,1036519.0,48186.0,2018-08-10,,,2018-06-04,2018-06-04,2018-05-17
181572167,6113059610,1725101622,201805172018052700492245090000000005,23052651,49224509,3421422,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,11.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,SMITH  JANINE LOISEAU,,,,REDFIN CORPORATION,5655 S YOSEMITE ST # 109 GREENWOOD VILLAGE CO 80111-3219,,,2018-05-27,C,987459.0,104139.0,2018-05-29,1.0,,2018-05-29,,2018-05-17
181181701,6100507088,1725101622,201805172018052200492245090000000004,23052651,49224509,3421422,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,5.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,SMITH  JANINE LOISEAU,,,,CHERRY CREEK PROPERTIES LLC,5655 S YOSEMITE ST # 109GREENWOOD VILLAGECO80111-3219,,,2018-05-22,C,982839.0,19919.0,2018-05-23,1.0,,2018-05-23,,2018-05-17
181181700,6100507087,1725101622,201805172018052200492245080000000004,23052651,49224508,1608364,1097811434,05041-14-029-000,08031,SFR,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,5.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,SMITH  JANINE LOISEAU,,,,CHERRY CREEK PROPERTIES LLC,5655 S YOSEMITE ST # 109GREENWOOD VILLAGECO80111-3219,,,2018-05-22,C,982839.0,19918.0,2018-05-23,,,2018-05-23,,2018-05-17
180715055,6099877278,1725101622,201805172018051800492245090000000002,23052651,49224509,3421422,1097811434,05041-14-029-000,08031,HOUSE,,,1936.0,VICTORIAN,FORCED AIR,EVAPORATIVE,,1890.0,,BRICK,3.0,2.0,,,,325.0,,FORMAL DINING ROOM,,,,,,,,GREENLEE,GREENLEE,WEST,"RANGE/OVEN, REFRIGERATOR",,PUBLIC WATER,2018-05-17,1.0,2018-05-17,ACTIVE,ACTIVE,,,630000.0,630000.0,2018-05-17,630000.0,2018-05-17,,,,,,,,,,,,,,,,,JANINE SMITH,,(303) 713-9000,JANINELSMITHCO@GMAIL.COM,REDFIN CORPORATION,,,,2018-05-18,C,982835.0,26134.0,2018-05-21,1.0,,2018-05-21,,2018-05-17
134304507,4347487332,1725108403,201612122017010300353480750000000001,23059596,35348075,,1169611557,05102-16-089-089,08031,CONDOMINIUM,,,1444.0,,,,1,2006.0,,BRICK,2.0,2.0,,,,362.0,,,,,"410 Acoma St UNIT 507 Denver, CO is a condo home that contains 1,444 sq ft and was built in 2006. It contains 2 bedrooms and 2 bathrooms. This home last sold for $523,000 in December 2016. It contains 2 bedrooms and 2 bathrooms.",,,,,,,,,,,1900-01-01,,,SOLD,SOLD,,,,,2017-01-03,,2017-01-03,523000.0,2016-12-12,524000.0,522800-523200,,,,,,,,,,,,,,,,,,,,,2017-01-03,A,684567.0,5115914.0,2017-02-02,,,2016-12-12,2016-12-12,2017-01-03
100856767,3849095664,1725108403,201612122017021000353480750000000002,23059596,35348075,,1142859247,05102-16-089-089,08031,RESIDENTIAL (NEC),CONDOMINIUM,514.0,1444.0,,,,1,2006.0,,BRICK,2.0,2.0,,GARAGE,,362.0,,,,,"This Condo located at 410 Acoma Street 507, Denver, CO sold for $523,000on Dec 12, 2016. 410 Acoma St 507 has 2 beds, 2 baths, and approximately 1,444 square feet. The property has a lot size of 514 sqft and was built in 2006. The average listing price for similar homes for sale is $512,280. 410 Acoma St 507 is in the Baker neighborhood in Denver, CO. The average price per square foot for homes for sale in Baker is $362.",,,WATERMARK VILLAGE CONDOS,,,,,,,,1900-01-01,,,SOLD,SOLD,,,,,2017-01-03,,2017-01-03,523000.0,2016-12-12,524000.0,522800-523200,,,,,,,,,,,,,,,,,,,,,2017-02-10,C,649105.0,17648.0,2017-02-13,,,2016-12-12,2016-12-12,2017-02-10
109716267,4322681012,1725139378,201309042014031000027071020000000006,23090379,2707102,1192889,1169578847,05065-17-032-000,08031,SFR,RESIDENTIAL (NEC),6098.0,1023.0,NEW TRADITIONAL,FORCED AIR,,,1913.0,COMPOSITION SHINGLE,,2.0,1.0,,"CARPORT, OFF STREET",,156.0,,,,,"This is a Neighborhood Stabilization Program Property and as such has income restrictions and other restrictions/requirements. See below for details. Total Household income may not exceed 120% of the Area Median Income. Income limits are under broker remarks. Purchaser must attend 8 hours of HUD approved Homeownership classes. Property must be owner occupied. Seller must approve terms and conditions of purchasers loan. SELLER WILL NOT PAY ANY CLOSING COSTS OR CONCESSIONS. DUE TO THE PROGRAM YOU MAY NOT INCREASE THE SALES PRICE TO COVER CLOSING, NOR CAN THE SELLER ACCEPT MORE THAN THE ASKING PRICE. ADDITIONAL DISCLOSURES IN OPEN TRANSACTION MUST BE SUBMITTED WITH ALL OFFERS. INCOMPLETE OFFERS WILL NOT BE SUBMITTED.",,E-SU-D1,DSW DENVER SOUTHWEST,,EAGLETON,,WEST,,,,2013-05-31,96.0,2013-05-31,SOLD,SOLD,,,159900.0,163000.0,2013-06-14,159900.0,2013-08-02,159900.0,2013-09-04,160000.0,159700-160100,-3100.0,2013-06-14,,,FAIL,2013-09-21,CANCEL/WITHDRAWN,2013-09-21,ACTIVE,2013-06-14,,,SHANNON MCGINTY,,(303) 740-7676,SHANNONMCGINTY@AOL.COM,,,,,2016-05-22,C,684567.0,5152392.0,2017-02-02,,,2013-09-04,2013-09-04,2013-05-31
109716155,4322680900,1725139378,201210232013091700053441270000000004,23090379,5344127,,1169578847,05065-17-032-000,08031,"SFR, SINGLE_FAMILY",,6270.0,1023.0,,,,,1913.0,,,2.0,1.0,,,,91.0,,,,,"Great ranch style home located in the heart of Denver sitting on a large lot with two bedrooms, one bathroom, and alley access perfect for a new garage. Great sweat equity opportunity. With a little updating this home will shine. Homepath property sold as is. Subject to 15 day first look period.",,,,,,,,,,,2012-07-31,84.0,2012-07-31,SOLD,SOLD,,,163000.0,163000.0,2013-09-17,,2013-09-17,93060.0,2012-10-23,93000.0,92860-93260,,2013-09-17,,,,,,,,,,,,,,,,,,,2016-10-13,A,684567.0,5142953.0,2017-02-02,,,2012-10-23,2012-10-23,2012-07-31
115247974,4328256125,1725139451,201608012016091500332129190000000001,23090910,33212919,,1169578699,05065-23-039-000,08031,SFR,,5960.0,1124.0,,,,1,1961.0,,BRICK,4.0,1.0,,,,198.0,,,,,"This 1124 square foot single family home has 4 bedrooms and 1.0 bathrooms. It is located at 660 Perry St Denver, Colorado.",,,,,,,,,,,2016-06-27,35.0,2016-06-27,SOLD,SOLD,,,,,2016-09-15,,2016-09-15,222500.0,2016-08-01,223000.0,222300-222700,,,,,,,,,,,,,,,,,,,,,2016-09-15,A,684567.0,5199594.0,2017-02-02,,,2016-08-01,2016-08-01,2016-06-27
229239855,7263433283,1725142325,201903022019030400600889360000000002,23093318,60088936,2161978,1097821394,05062-07-012-000,08031,"SFR, VILLA/TOWNHOUSE",,,1699.0,TOWNHOUSE,FORCED AIR,AIR CONDITIONING-CENTRAL,1.000000000000000,2019.0,MEMBRANE,FRAME,3.0,2.0,1.0,"1 PARKING SPACES, GARAGE (DETACHED) (1 SPACES)",,333.0,,"CABLE AVAILABLE, CABLE AVAILABLE MASTER BATH MASTER SUITE OPEN FLOOR PLAN WALK-IN CLOSETS, MASTER BATH, MASTER SUITE, OPEN FLOOR PLAN, WALK-IN CLOSETS","BRICK STUCCO, ROOFTOP PATIO",,,,SFR,,DENVER 1,COLFAX,LAKE INT'L,NORTH,"DISHWASHER, DRYER, GARBAGE DISPOSER, LAUNDRY HOOK-UP, MICROWAVE OVEN, RANGE-OVEN, REFRIGERATOR, WASHER",,PUBLIC WATER SERVICE,2019-03-02,2.0,2019-03-02,ACTIVE,ACTIVE,,,565000.0,565000.0,2019-03-03,565000.0,2019-03-03,,,,,,,,,,,,,,,,,BENJAMIN GEARHART,,,,MODUS REAL ESTATE LLC,2828 N SPEER BLVD DENVER CO 80211-4213,,,2019-03-04,C,1202857.0,89108.0,2019-03-05,1.0,,2019-03-05,,2019-03-02
253044468,7755283080,1725142325,201906192019031300600889360000000005,23093318,60088936,2161978,1097821394,05062-07-012-000,08031,"CONDOMINIUM, SFR, VILLA/TOWNHOUSE",,,1699.0,TOWNHOUSE,FORCED AIR,AIR CONDITIONING-CENTRAL,1.000000000000000,2019.0,MEMBRANE,FRAME,3.0,4.0,,"1 PARKING SPACES, CARPORT (0), GARAGE (1), GARAGE (DETACHED) (1 SPACES), UNCOVERED (0)",,330.0,,"CABLE AVAILABLE, CABLE AVAILABLE MASTER BATH MASTER SUITE OPEN FLOOR PLAN WALK-IN CLOSETS, MASTER BATH, MASTER SUITE, OPEN FLOOR PLAN, WALK-IN CLOSETS","BRICK STUCCO, ROOFTOP PATIO",,,,SFR,,DENVER 1,COLFAX,LAKE INT'L,NORTH,"DISHWASHER, DRYER, GARBAGE DISPOSER, LAUNDRY HOOK-UP, MICROWAVE OVEN, RANGE-OVEN, REFRIGERATOR, WASHER",,PUBLIC WATER SERVICE,2019-03-02,109.0,2019-03-02,ACTIVE,SOLD,,,565000.0,,,,,560000.0,2019-06-19,561000.0,559800-560200,,,,,,,,,,,,,BENJAMIN GEARHART,,(303) 974-4717,,MODUS REAL ESTATE,2828 N SPEER BLVD DENVER CO 80211-4213,,,2019-07-02,A,1301716.0,148035.0,2019-07-03,1.0,,2019-06-19,2019-06-19,2019-03-02
160146239,4997315549,1725142325,201710052017100500421796640000000001,23093318,42179664,,1097821394,05062-07-012-000,08031,SFR,,7405.0,1081.0,,,EVAPORATIVE,1,,ASPHALT,BRICK,3.0,2.0,,"576 SQFT GARAGE, DETACHED GARAGE, OFF STREET",,2.0,,,,,"MOD Properties now offering 3 bed, 2 bath brick ranch home built in 1947 with approximately 1081 square feet plus the finished garage. Garage is very unique space. Many possible uses, MUST SEE!  Main house features hardwoods, updated kitchen with stainless steel appliances, white cabinets, tile counters and floors. Master bed also has updated bath with tile, frame less shower door, high efficiency laundry and new vanity. 2nd bath is also updated with newer tile and some fixtures.  Nice fenced yard with grass lawn.  Available for showings and occupancy immediately.Includes: Stove, Refrigerator, Dishwasher, Microwave and High Efficiency Washer/Dryer.Denver Public Schools: Colfax Elementary, Lake International Middle and North High Schools.MOD Properties offers online work order submission, inhouse maintenance staff and is available 24/7 to handle any emergencies.Rent: $2000.00Deposit: $2000.00$30 Application Fee per Adult6 Month Lease TermTenants pay Gas/Electric and Water/Sewer (Owner pays Trash/Recycling)No Pets and No SmokingGas Forced Air Heat and Swamp CoolerProperty : S9701Renter's Insurance is mandatory.MOD Properties doesn't allow the use or production of any drug products. Tenants will be required to sign a drug addendum as part of their lease. No exception is made for medicinal uses or because of any current CO law.Property shown by appointment only. Apply online at www.modprop.info. Application fees accepted via PAYPAL online or via Cash/Check/Credit inperson.&hellip;&nbsp; More&nbsp;Less&nbsp;What I love about the homeNew landscape, comfortable layout, big studio in detached building with well lit finished office space.",,,,DENVER,COLFAX,LAKE,NORTH,"DISHWASHER, MICROWAVE, RANGE, REFRIGERATOR, WASHER",,,,,,SOLD,SOLD,,1.0,,,2017-10-05,,2017-10-05,2000.0,,3000.0,1800-2200,,,,,,,,,,,,,,,,,,,,,2017-10-05,A,808557.0,18471.0,2017-10-06,,1.0,2017-10-05,2017-10-05,2017-10-05
229589180,7263794693,1725142325,201903022019030500600889360000000003,23093318,60088936,2161978,1097821394,05062-07-012-000,08031,"CONDOMINIUM, SFR, VILLA/TOWNHOUSE",,,1699.0,TOWNHOUSE,FORCED AIR,AIR CONDITIONING-CENTRAL,1.000000000000000,2019.0,MEMBRANE,FRAME,3.0,2.0,1.0,"1 PARKING SPACES, CARPORT (0), GARAGE (1), GARAGE (DETACHED) (1 SPACES), UNCOVERED (0)",,333.0,,"CABLE AVAILABLE, CABLE AVAILABLE MASTER BATH MASTER SUITE OPEN FLOOR PLAN WALK-IN CLOSETS, MASTER BATH, MASTER SUITE, OPEN FLOOR PLAN, WALK-IN CLOSETS","BRICK STUCCO, ROOFTOP PATIO",,,,SFR,,DENVER 1,COLFAX,LAKE INT'L,NORTH,"DISHWASHER, DRYER, GARBAGE DISPOSER, LAUNDRY HOOK-UP, MICROWAVE OVEN, RANGE-OVEN, REFRIGERATOR, WASHER",,PUBLIC WATER SERVICE,2019-03-02,3.0,2019-03-02,ACTIVE,ACTIVE,,,565000.0,,,,,,,,,,,,,,,,,,,,,BENJAMIN GEARHART,,(303) 974-4717,,MODUS REAL ESTATE,2828 N SPEER BLVD DENVER CO 80211-4213,,,2019-03-05,A,1202988.0,11442.0,2019-03-06,1.0,,2019-03-06,,2019-03-02
231023845,7308369935,1725142325,201903022019031300600889360000000004,23093318,60088936,2161978,1097821394,05062-07-012-000,08031,"CONDOMINIUM, SFR, VILLA/TOWNHOUSE",,,1699.0,TOWNHOUSE,FORCED AIR,AIR CONDITIONING-CENTRAL,1.000000000000000,2019.0,MEMBRANE,FRAME,3.0,4.0,1.0,"1 PARKING SPACES, CARPORT (0), GARAGE (1), GARAGE (DETACHED) (1 SPACES), UNCOVERED (0)",,333.0,,"CABLE AVAILABLE, CABLE AVAILABLE MASTER BATH MASTER SUITE OPEN FLOOR PLAN WALK-IN CLOSETS, MASTER BATH, MASTER SUITE, OPEN FLOOR PLAN, WALK-IN CLOSETS","BRICK STUCCO, ROOFTOP PATIO",,,,SFR,,DENVER 1,COLFAX,LAKE INT'L,NORTH,"DISHWASHER, DRYER, GARBAGE DISPOSER, LAUNDRY HOOK-UP, MICROWAVE OVEN, RANGE-OVEN, REFRIGERATOR, WASHER",,PUBLIC WATER SERVICE,2019-03-02,11.0,2019-03-02,ACTIVE,ACTIVE,,,565000.0,,,,,,,,,,,,,,,,,,,,,BENJAMIN GEARHART,,(303) 974-4717,,MODUS REAL ESTATE,2828 N SPEER BLVD DENVER CO 80211-4213,,,2019-03-13,A,1208749.0,21112.0,2019-03-14,1.0,,2019-03-14,,2019-03-02
145586986,4425756160,1725142325,201704072017050200379184420000000001,23093318,37918442,,1180503308,05062-07-012-000,08031,SFR,,7405.0,1081.0,,,EVAPORATIVE,,1947.0,,BRICK,3.0,2.0,,"DETACHED GARAGE, OFF STREET",,389.0,,,,,"MOD Properties now offering 3 bed, 2 bath brick ranch home built in 1947 with approximately 1081 square feet plus the finished garage. Garage is very unique space. Many possible uses, MUST SEE!  Main house features hardwoods, updated kitchen with stainless steel appliances, white cabinets, tile counters and floors. Master bed also has updated bath with tile, frame less shower door, high efficiency laundry and new vanity. 2nd bath is also updated with newer tile and some fixtures.  Nice fenced yard with grass lawn.  Available for showings and occupancy immediately.Includes: Stove, Refrigerator, Dishwasher, Microwave and High Efficiency Washer/Dryer.Denver Public Schools: Colfax Elementary, Lake International Middle and North High Schools.MOD Properties offers online work order submission, inhouse maintenance staff and is available 24/7 to handle any emergencies.Rent: $2000.00Deposit: $2000.00$30 Application Fee per Adult6 Month Lease TermTenants pay Gas/Electric and Water/Sewer (Owner pays Trash/Recycling)No Pets and No SmokingGas Forced Air Heat and Swamp CoolerProperty : S9701Renter's Insurance is mandatory.MOD Properties doesn't allow the use or production of any drug products. Tenants will be required to sign a drug addendum as part of their lease. No exception is made for medicinal uses or because of any current CO law.Property shown by appointment only. Apply online at www.modprop.info. Application fees accepted via PAYPAL online or via Cash/Check/Credit inperson.&hellip;&nbsp; More&nbsp;Less&nbsp;What I love about the homeNew landscape, comfortable layout, big studio in detached building with well lit finished office space.",,,,DENVER,COLFAX,LAKE,NORTH,"DISHWASHER, MICROWAVE, RANGE, REFRIGERATOR, WASHER",,,,,,SOLD,SOLD,,,,,2017-05-02,,2017-05-02,420000.0,2017-04-07,421000.0,419800-420200,,,,,,,,,,,,,,,,,,,,,2017-05-02,A,697753.0,58013.0,2017-05-03,,,2017-04-07,2017-04-07,2017-05-02
123478663,4336553489,1725142999,201211132013092100003792170000000004,23094042,379217,1138976,1169602644,05063-00-031-000,08031,SFR,,7630.0,1176.0,,,,1,1951.0,,,3.0,1.0,,,,114.0,,,,,"GREAT OPPORTUNITY, TWO UNITS, GARAGE WAS CONVERTED TO MOTHER-IN-LAW WITH 2 BEDROOMS AND A BATH WITH APPROX. 550 SQ FT. TOTAL COMBINED SQ. FT. FOR THE TWO UNITS IS 1726 FINISHED SQ FT. SOLD IN AS IS CONDITION. MAIN HOUSE NEEDS UPDATING!GREAT INVESTMENT",,,,DENVER 1,COWELL,,WEST,,,,2012-10-23,21.0,2012-10-23,SOLD,SOLD,,,125000.0,125000.0,2013-09-17,,2013-04-05,134000.0,2012-11-13,135000.0,133800-134200,,2013-04-05,,,,,,,,,,,,,,,,,,,2016-05-21,C,684567.0,5141490.0,2017-02-02,,,2012-11-13,2012-11-13,2012-10-23
120561699,4333613088,1725159197,201406042014071100133597840000000001,23110238,13359784,,1169616806,05051-01-040-000,08031,"STORAGE, WAREHOUSE",,46087.0,25535.0,,,,,1909.0,,,,,,,,56.0,,,,,,,,,,,,,,,,1900-01-01,,,SOLD,SOLD,,,,,2014-07-11,,2014-07-11,1428728.0,2014-06-04,1429000.0,1428528-1428928,,,,,,,,,,,,,,,,,,,,,2016-05-23,A,684567.0,5176776.0,2017-02-02,,,2014-06-04,2014-06-04,2016-05-23
164126976,5190803840,1725159893,201710162017111400431432170000000001,23110900,43143217,,1097813399,05061-21-001-000,08031,SFR,,9370.0,2200.0,,,OTHER,,1942.0,,WOOD,3.0,2.0,2.0,2 SPACES,,352.0,,,,,"Spacious home on huge corner lot with large detached workshop/garage, storage shed and driveway with ample offstreet parking. Bring your boat, RV and moreplenty of room!Just minutes to downtown Denver, and 2 blocks to the light rail W line station. Short walk to buses, restaurants, Sloans Lake and more in a friendly, treelined neighborhood. Light and bright upstairs and down, freshly painted and updated with charming architectural detailing with archways and beautiful tiled floor. 3 bedrooms plus 1 nonconforming, 2 full bathrooms, living room, recreation/family room and separate dining area. Separate upstairs laundry room with washer/dryer and utility/mud room. Movein today, with first, last and security deposit (additional deposit and monthly fee for pets). Utilities not included. Come see this special home for yourself! Please call 3035144064 or email rrodhomes@gmail.com to schedule your showing.&hellip;&nbsp; More&nbsp;Less&nbsp;",,,,,,,,"DISHWASHER, MICROWAVE, RANGE, REFRIGERATOR, WASHER",,,,,,SOLD,SOLD,,,,,2017-11-14,,2017-11-14,775000.0,2017-10-16,776000.0,774800-775200,,,,,,,,,,,,,,,,,,,,,2017-11-14,A,836181.0,41194.0,2017-11-15,1.0,,2017-10-16,2017-10-16,2017-11-14
141135951,4354395363,1725159924,201402122014031400092645650000000003,23110935,9264565,8315673,1169579062,05061-21-015-000,08031,"MULTI FAMILY DWELLING, RESIDENTIAL (NEC)",MULTI FAMILY DWELLING,6098.0,1440.0,RANCH,FORCED AIR,,1,1961.0,COMPOSITION SHINGLE,,4.0,1.0,,,,122.0,NONE,,,,"NICE DUPLEX NEXT TO LIGHT RAIL AT PERRY... VERY GOOD CONDITION... MINOR TOUCHES NEEDED HERE AND THERE, YET TRULY WELL KEPT BY THE OWNER AN THE TENANTS... CLEAN; BRIGHT; GREAT LOCATION; GOOD RENTS; NEWER FURNACE IN ONE UNIT AND NEWER H2O IN ONE UNIT... NEWER GLASSTOP STOVE/OVEN IN FRONT UNIT AND NEWER REFRIGERATOR.  LARGE YARD AND NICELY CARED FOR.  NO DEFERRED MAINTENANCE JUST A COUPLE UTILITIES NEARING THEIR LIFE EXPECTANCY... QUITE NICE AND RENTS QUICKLY WHEN NEEDED... BOTH TENANTS WISH TO STAY... CURRENTLY MNONTH TO MOINTH SIMPLE LEASES.",,G-MU-3,VILLA PARK,,,LAKE,NORTH,,,,2014-01-10,33.0,2014-01-10,SOLD,SOLD,,,175000.0,175000.0,2014-01-17,175000.0,2014-01-17,175000.0,2014-02-12,176000.0,174800-175200,,,,,FAIL,2014-01-24,CANCEL/WITHDRAWN,2014-01-24,ACTIVE,2014-01-17,,,JEAN EBMEYER,,(719) 650-0801,JEANEBMEYER@COMCAST.NET,,,,,2016-05-22,C,684567.0,5145130.0,2017-02-02,,,2014-02-12,2014-02-12,2014-01-10
